Samplename,Genome,Domain,StudyName,Phylum,Class,Order,Family,Genus,Species,Ecosystem,Ecosystem.Category,Ecosystem.Subtype,Ecosystem.Type,Environment,Genome_size_assembled,Gene_Count_assembled,Assimilatory Nitrite to ammonia,Dissimilatory Nitrite to Ammonia,Assimilatory Nitrate to Nitrite,Nitrogen Fixation,Dissimilatory Nitrate to Nitrite,Nitrification,Partial_Nitrification,Denitrification,Partial_NO,Partial_N2O,Partial_N2
Pseudoalteromonas rubra SCSIO 6842,2687453258,Bacteria,Pseudoalteromonas rubra SCSIO 6842 Genome sequencing and assembly,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas rubra,,,,,Uncategorized,5913780,5089,None,None,None,None,None,None,None,None,None,None,None
Pseudoalteromonas sp. OCN003,2639762812,Bacteria,Pseudoalteromonas sp. OCN003 Genome sequencing,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. OCN003,,,,,Uncategorized,4815987,4461,None,None,None,None,None,None,None,None,None,None,None
Pseudohongiella spirulinae KCTC 32221,2687453255,Bacteria,Pseudohongiella spirulinae strain:KCTC 32221 Genome sequencing and assembly,Gammaproteobacteria,Gammaproteobacteria,unclassified,unclassified,Pseudohongiella,Pseudohongiella spirulinae,,,,,Uncategorized,3345119,3108,None,None,None,None,None,None,None,None,None,None,None
Pseudomonadaceae bacterium B4199,2657244959,Bacteria,"Genome sequences of Oblitimonas alkaliphila, a novel bacterium of the pseudomonadaceae family",Gammaproteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Oblitimonas,Oblitimonas alkaliphila,,,,,Uncategorized,2494031,2445,None,None,None,None,None,None,None,None,None,None,None
Pseudomonadaceae bacterium C6819,2663762644,Bacteria,"Genome sequences of Oblitimonas alkaliphila, a novel bacterium of the pseudomonadaceae family",Gammaproteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Oblitimonas,Oblitimonas alkaliphila,,,,,Uncategorized,2272143,2205,None,None,None,None,None,None,None,None,None,None,None
Pseudomonadaceae bacterium C6918,2667527559,Bacteria,"Genome sequences of Oblitimonas alkaliphila, a novel bacterium of the pseudomonadaceae family",Gammaproteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Oblitimonas,Oblitimonas alkaliphila,,,,,Uncategorized,2312033,2233,None,None,None,None,None,None,None,None,None,None,None
Pseudomonadaceae bacterium D2441,2667527486,Bacteria,"Genome sequences of Oblitimonas alkaliphila, a novel bacterium of the pseudomonadaceae family",Gammaproteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Oblitimonas,Oblitimonas alkaliphila,,,,,Uncategorized,2400551,2351,None,None,None,None,None,None,None,None,None,None,None
Pseudomonadaceae bacterium D3318,2663763088,Bacteria,"Genome sequences of Oblitimonas alkaliphila, a novel bacterium of the pseudomonadaceae family",Gammaproteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Oblitimonas,Oblitimonas alkaliphila,,,,,Uncategorized,2294397,2208,None,None,None,None,None,None,None,None,None,None,None
Pseudomonadaceae bacterium E1086,2667527545,Bacteria,"Genome sequences of Oblitimonas alkaliphila, a novel bacterium of the pseudomonadaceae family",Gammaproteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Oblitimonas,Oblitimonas alkaliphila,,,,,Uncategorized,2391994,2286,None,None,None,None,None,None,None,None,None,None,None
Pseudomonadaceae bacterium E1148,2657245617,Bacteria,"Genome sequences of Oblitimonas alkaliphila, a novel bacterium of the pseudomonadaceae family",Gammaproteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Oblitimonas,Oblitimonas alkaliphila,,,,,Uncategorized,2377259,2308,None,None,None,None,None,None,None,None,None,None,None
Pseudomonadaceae bacterium E5571,2667527543,Bacteria,"Genome sequences of Oblitimonas alkaliphila, a novel bacterium of the pseudomonadaceae family",Gammaproteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Oblitimonas,Oblitimonas alkaliphila,,,,,Uncategorized,2397029,2343,None,None,None,None,None,None,None,None,None,None,None
Pseudomonas agarici NCPPB 2472,2687453165,Bacteria,Pseudomonas agarici NCPPB 2472 genome sequencing,Gammaproteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas agarici,,,,,Uncategorized,5502003,4965,None,None,None,None,None,None,None,None,None,None,None
Pseudomonas fragi P121,2687453187,Bacteria,Pseudomonas fragi P121 genome sequencing,Gammaproteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fragi,,,,,Uncategorized,5101809,4787,None,None,None,None,None,None,None,None,None,None,None
Pseudomonas parafulva CRS01-1,2639762727,Bacteria,Pseudomonas parafulva CRS01-1,Gammaproteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas parafulva,,,,,Uncategorized,5087619,4516,None,None,None,None,None,None,None,None,None,None,None
Pseudomonas sp. URMO17WK12:I11 PYEL,2690315690,Bacteria,The microbiome of the leaf surface protects against disease,Gammaproteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. URMO17WK12:I11,,,,,Uncategorized,4835345,4457,None,None,None,None,None,None,None,None,None,None,None
Psychrobacter urativorans R310.10B,2651869716,Bacteria,Psychrobacter urativorans R310.10B,Gammaproteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter urativorans,,,,,Uncategorized,2802354,2427,None,None,None,None,None,None,None,None,None,None,None
Ralstonia solanacearum UY031,2645727697,Bacteria,Ralstonia solanacearum UY031,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum,,,,,Uncategorized,3412138,3200,None,None,None,None,None,None,None,None,None,None,None
Ralstonia solanacearum YC45,2651869651,Bacteria,Ralstonia solanacearum YC45 genome sequencing,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum,,,,,Uncategorized,3724487,3453,None,None,None,None,None,None,None,None,None,None,None
Rheinheimera sp. F8,2687453102,Bacteria,"Rheinheimera sp. F8, whole genome shotgun sequencing project",Gammaproteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,Rheinheimera sp. F8,,,,,Uncategorized,4464611,3977,None,None,None,None,None,None,None,None,None,None,None
Rickettsia amblyommatis GAT-30V,2512564072,Bacteria,Candidatus Rickettsia amblyommii GAT-30V,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia amblyommatis,,,,,Uncategorized,1480884,1426,None,None,None,None,None,None,None,None,None,None,None
Rickettsia australis Cutlack,2512564059,Bacteria,Rickettsia australis Cutlack,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia australis,,,,,Uncategorized,1323280,1297,None,None,None,None,None,None,None,None,None,None,None
Rickettsia canadensis CA410,2512564031,Bacteria,Rickettsia canadensis CA410,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia canadensis,,,,,Uncategorized,1150228,1052,None,None,None,None,None,None,None,None,None,None,None
Rickettsia felis URRWXCal2,637000244,Bacteria,Rickettsia felis URRWXCal2,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia felis,,,,,Uncategorized,1587240,1552,None,None,None,None,None,None,None,None,None,None,None
Rickettsia massiliae AZT80,2512564029,Bacteria,Rickettsia massiliae AZT80,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia massiliae,,,,,Uncategorized,1278719,1243,None,None,None,None,None,None,None,None,None,None,None
Rickettsia montanensis OSU 85-930,2512564067,Bacteria,Rickettsia montanensis OSU 85-930,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia montanensis,,,,,Uncategorized,1279798,1253,None,None,None,None,None,None,None,None,None,None,None
Rickettsia parkeri Portsmouth,2512564062,Bacteria,WFO Proposals,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia parkeri,,,,,Uncategorized,1300386,1354,None,None,None,None,None,None,None,None,None,None,None
Rickettsia philipii 364D,2512564043,Bacteria,Rickettsia philipii 364D,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia philipii,,,,,Uncategorized,1287740,1380,None,None,None,None,None,None,None,None,None,None,None
Rickettsia prowazekii BuV67-CWPP,2512564080,Bacteria,Complete genome sequence of 23 Rickettsia strains,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia prowazekii,,,,,Uncategorized,1111445,879,None,None,None,None,None,None,None,None,None,None,None
Rickettsia prowazekii Chernikova,2512564053,Bacteria,Complete genome sequence of 23 Rickettsia strains,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia prowazekii,,,,,Uncategorized,1109804,881,None,None,None,None,None,None,None,None,None,None,None
Rickettsia prowazekii Dachau,2512564070,Bacteria,Complete genome sequence of 23 Rickettsia strains,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia prowazekii,,,,,Uncategorized,1109051,875,None,None,None,None,None,None,None,None,None,None,None
Rickettsia prowazekii GvV257,2512564076,Bacteria,Complete genome sequence of 23 Rickettsia strains,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia prowazekii,,,,,Uncategorized,1111969,865,None,None,None,None,None,None,None,None,None,None,None
Rickettsia prowazekii Katsinyian,2512564054,Bacteria,Complete genome sequence of 23 Rickettsia strains,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia prowazekii,,,,,Uncategorized,1111454,880,None,None,None,None,None,None,None,None,None,None,None
Rickettsia prowazekii Naples-1,2684623071,Bacteria,"Sequencing of human, animal, and plant pathogens to support microbial forensics, biosurveillance and public health",Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia prowazekii,,,,,Uncategorized,1111769,919,None,None,None,None,None,None,None,None,None,None,None
Rickettsia prowazekii NMRC Madrid E,2554235386,Bacteria,Rickettsia prowazekii NMRC Madrid E,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia prowazekii,,,,,Uncategorized,1111520,974,None,None,None,None,None,None,None,None,None,None,None
Rickettsia prowazekii RpGvF24,2512564077,Bacteria,Complete genome sequence of 23 Rickettsia strains,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia prowazekii,,,,,Uncategorized,1112101,870,None,None,None,None,None,None,None,None,None,None,None
Rickettsia raoultii Khabarovsk,2718218392,Bacteria,Rickettsia raoultii Khabarovsk Genome sequencing,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia raoultii,,,,,Uncategorized,1483284,1704,None,None,None,None,None,None,None,None,None,None,None
Rickettsia rhipicephali 3-7-female6-CWPP,2512564064,Bacteria,Complete genome sequence of 23 Rickettsia strains,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rhipicephali,,,,,Uncategorized,1305467,1302,None,None,None,None,None,None,None,None,None,None,None
Rickettsia rhipicephali HJ#5,2671180980,Bacteria,Genome sequencing of Rickettsia rhipicephali from Haemaphysalis juxtakochi ticks,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rhipicephali,,,,,Uncategorized,1448632,1672,None,None,None,None,None,None,None,None,None,None,None
Rickettsia rickettsii Arizona,2512564030,Bacteria,Complete genome sequence of 23 Rickettsia strains,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rickettsii,,,,,Uncategorized,1267197,1380,None,None,None,None,None,None,None,None,None,None,None
Rickettsia rickettsii Brazil,2512564034,Bacteria,Complete genome sequence of 23 Rickettsia strains,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rickettsii,,,,,Uncategorized,1255681,1369,None,None,None,None,None,None,None,None,None,None,None
Rickettsia rickettsii Colombia,2512564049,Bacteria,Complete genome sequence of 23 Rickettsia strains,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rickettsii,,,,,Uncategorized,1270083,1387,None,None,None,None,None,None,None,None,None,None,None
Rickettsia rickettsii Hauke,2512564040,Bacteria,Complete genome sequence of 23 Rickettsia strains,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rickettsii,,,,,Uncategorized,1269774,1377,None,None,None,None,None,None,None,None,None,None,None
Rickettsia rickettsii Hino,2512564048,Bacteria,Complete genome sequence of 23 Rickettsia strains,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rickettsii,,,,,Uncategorized,1286792,1388,None,None,None,None,None,None,None,None,None,None,None
Rickettsia rickettsii Hlp#2,2512564047,Bacteria,Complete genome sequence of 23 Rickettsia strains,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rickettsii,,,,,Uncategorized,1270751,1345,None,None,None,None,None,None,None,None,None,None,None
Rickettsia rickettsii Morgan,2627854257,Bacteria,Rickettsia rickettsii Morgan,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rickettsii,,,,,Uncategorized,1269809,1472,None,None,None,None,None,None,None,None,None,None,None
Rickettsia rickettsii R,2627853817,Bacteria,Rickettsia rickettsii R,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rickettsii,,,,,Uncategorized,1257005,1453,None,None,None,None,None,None,None,None,None,None,None
Rickettsia slovaca D-CWPP,2512564061,Bacteria,Complete genome sequence of 23 Rickettsia strains,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia slovaca,,,,,Uncategorized,1275720,1383,None,None,None,None,None,None,None,None,None,None,None
Rickettsiales bacterium Ac37b,2599185121,Bacteria,Rickettsiales bacterium Ac37b Genome sequencing,Alphaproteobacteria,Alphaproteobacteria,Rickettsiales,unclassified,unclassified,Rickettsiales bacterium Ac37b,,,,,Uncategorized,1917613,1886,None,None,None,None,None,None,None,None,None,None,None
Serratia symbiotica Cinara cedri,2511231072,Bacteria,Candidatus Serratia symbiotica Cinara cedri,Gammaproteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia symbiotica,,,,,Uncategorized,1762765,772,None,None,None,None,None,None,None,None,None,None,None
Sphingomonas melonis TY,2718218268,Bacteria,Sphingomonas melonis TY Genome sequencing,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas melonis,,,,,Uncategorized,4196755,4107,None,None,None,None,None,None,None,None,None,None,None
Sphingopyxis fribergensis Kp5.2,2636415409,Bacteria,Sphingopyxis fribergensis Kp5.2 Genome sequencing,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis fribergensis,,,,,Uncategorized,5202172,4952,None,None,None,None,None,None,None,None,None,None,None
Stenotrophomonas maltophilia ISMMS2,2687453195,Bacteria,Emergence of a quinolone resistance mutation in a case of Stenotrophomonas maltophilia bacteremia,Gammaproteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,,,,,Uncategorized,4509724,4143,None,None,None,None,complete,None,None,None,None,None,None
Stenotrophomonas maltophilia ISMMS2R,2687453593,Bacteria,Emergence of a quinolone resistance mutation in a case of Stenotrophomonas maltophilia bacteremia,Gammaproteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,,,,,Uncategorized,4509724,4143,None,None,None,None,complete,None,None,None,None,None,None
Stenotrophomonas maltophilia ISMMS3,2687453555,Bacteria,Emergence of a quinolone resistance mutation in a case of Stenotrophomonas maltophilia bacteremia,Gammaproteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,,,,,Uncategorized,4804002,4427,None,None,None,None,complete,None,None,None,None,None,None
Stenotrophomonas maltophilia JV3,2619619094,Bacteria,CSP_777420,Gammaproteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,,,,,Uncategorized,4544477,4206,None,None,None,None,complete,None,None,None,None,None,None
Stenotrophomonas rhizophila DSM 14405,2576861471,Bacteria,Stenotrophomonas rhizophila strain:DSM 14405 Genome sequencing,Gammaproteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas rhizophila,,,,,Uncategorized,4648976,4047,None,None,None,None,None,None,None,None,None,None,None
Vibrio cholerae 2010AA-142,2711768113,Bacteria,Vibrio cholerae Genome sequencing - University of Florida,Gammaproteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,,,,,Uncategorized,3996002,3652,None,None,None,None,complete,None,None,None,None,None,None
